,Geo Point,NOM_COM,Unnamed: 0,Nombre d’habitants de la commune,Policiers pour 100 habs,Libellé de la commune,president_gagnant,partie,Revenu fiscal de référence des foyers fiscaux 2021,Evolution,Age moyen,longitude,latitude
1881,"50.8773470565, 1.98384507917",ardres,839,4475.0,4.46927374301676,ardres,LE PEN,Extrême droite,60265.737,-91.92061983743766,"24,28915663", 1.98384507917,50.8773470565
1884,"48.6002133524, -3.82032631476",morlaix,337,14845.0,2.0208824520040416,morlaix,MÉLENCHON,Extrême gauche,199784.899,-36.56420148151438,"25,25113475", -3.82032631476,48.6002133524
1885,"49.0842490329, 6.70169421018",valmont,750,3201.0,6.248047485160887,valmont,LE PEN,Extrême droite,3095.745,-33.156445379060614,"24,09313725", 6.70169421018,49.0842490329
1893,"48.127832855, -3.0637498119",cleguerec,698,3000.0,3.333333333333333,cleguerec,MACRON,Centre,41138.832,-96.37885927339892,"26,67785494", -3.0637498119,48.127832855
1894,"50.2570287203, 2.95794032796",remy,824,1881.0,5.31632110579479,remy,LE PEN,Extrême droite,32356.813,-89.81486217446694,"22,41377315", 2.95794032796,50.2570287203
1898,"46.6402576488, 4.44228157977",gourdon,613,4108.0,4.868549172346641,gourdon,LE PEN,Extrême droite,66686.483,-95.52060647732765,"26,67197452", 4.44228157977,46.6402576488
1914,"45.5774849685, -0.557341360572",pons,224,4432.0,2.256317689530686,pons,LE PEN,Extrême droite,57816.588,-87.06783423470095,"27,66522843", -0.557341360572,45.5774849685
1915,"45.8054489888, 1.32910309246",feytiat,1267,6248.0,3.201024327784891,feytiat,MACRON,Centre,109712.813,-95.87702395343742,"25,68081494", 1.32910309246,45.8054489888
1916,"50.7159651766, 2.27566835511",blendecques,854,5135.0,3.894839337877313,blendecques,LE PEN,Extrême droite,61574.491,-96.87823485215657,"22,9766436", 2.27566835511,50.7159651766
1917,"48.7883659419, -1.24577337204",la trinite,74,10500.0,11.428571428571429,la trinite,LE PEN,Extrême droite,2621.802,53.24688897178353,"24,54000418", -1.24577337204,48.7883659419
1942,"43.5959710776, 1.43229743595",toulouse,430,486828.0,7.353726572834759,toulouse,MÉLENCHON,Extrême gauche,7716563.113,-97.92955422433025,"19,88682785", 1.43229743595,43.5959710776
1948,"43.518772638, 3.2641091749",gabian,457,863.0,0.0,gabian,LE PEN,Extrême droite,11077.102,-72.54475945062165,"27,22556391", 3.2641091749,43.518772638
1949,"43.7221537369, 1.29619442911",merville,419,6000.0,6.666666666666667,merville,LE PEN,Extrême droite,105404.692,-98.76781196799097,"20,22475211", 1.29619442911,43.7221537369
1957,"42.8519429515, -0.126927728172",cauterets,908,897.0,33.44481605351171,cauterets,MACRON,Centre,16566.038,-83.91025059824202,"26,85696822", -0.126927728172,42.8519429515
1958,"45.5573637355, 6.86929362222",villaroger,1086,371.0,26.954177897574127,villaroger,MACRON,Centre,5850.905,112.0054418931772,"24,84751773", 6.86929362222,45.5573637355
1959,"47.3315305713, -2.41669663649",guerande,570,16687.0,3.595613351710913,guerande,MACRON,Centre,329761.08,-93.82237224599096,"25,48254052", -2.41669663649,47.3315305713
1963,"47.7399936906, 7.36565322107",riedisheim,978,12500.0,3.2,riedisheim,MACRON,Centre,289683.262,-87.17949606629325,"26,07591924", 7.36565322107,47.7399936906
1964,"45.2937835463, 5.49050834506",tullins,522,7807.0,3.842705264506213,tullins,MACRON,Centre,117150.645,-89.27158360929212,"23,84455745", 5.49050834506,45.2937835463
1966,"44.3827413189, 0.325177835604",tonneins,623,9355.0,6.413682522715125,tonneins,LE PEN,Extrême droite,110058.72,-67.04710176531219,"26,63796254", 0.325177835604,44.3827413189
1967,"46.605207221, 0.369708100274",buxerolles,1259,10180.0,3.9292730844793713,buxerolles,LE PEN,Extrême droite,426.767,-21.397390144973723,"26,4", 0.369708100274,46.605207221
1971,"43.4340131516, 1.46651895318",venerque,432,2788.0,7.173601147776185,venerque,MACRON,Centre,59562.087,144.11307985228927,"24,96547421", 1.46651895318,43.4340131516
1972,"43.9040834878, 4.6269461301",theziers,399,1099.0,0.0,theziers,LE PEN,Extrême droite,15055.356,337.5058816277742,"23,51648352", 4.6269461301,43.9040834878
1973,"44.4103336433, 0.670148057299",bias,618,3042.0,3.287310979618672,bias,LE PEN,Extrême droite,10722.858,-16.532877708536294,"25,97032641", 0.670148057299,44.4103336433
1977,"46.2758481663, 0.691249122059",moussac,389,1451.0,0.0,moussac,LE PEN,Extrême droite,19877.381,103.64075126396176,"23,69107392", 0.691249122059,46.2758481663
1981,"46.7717172729, 0.0141162168128",craon,666,4700.0,2.127659574468085,craon,MACRON,Centre,69728.99,-93.04728348998027,"28,84788732", 0.0141162168128,46.7717172729
1985,"43.0877788381, 0.558690283928",montrejeau,423,2796.0,3.5765379113018594,montrejeau,LE PEN,Extrême droite,31504.038,-68.81504205905287,"27,66603631", 0.558690283928,43.0877788381
1986,"42.9616857141, 0.216389769505",campan,907,1327.0,0.0,campan,MACRON,Centre,19959.899,-40.004355733463385,"27,40033223", 0.216389769505,42.9616857141
1991,"43.2512388945, 2.11069023367",bram,132,3265.0,6.125574272588056,bram,LE PEN,Extrême droite,42436.149,-97.29695312362108,"26,92279895", 2.11069023367,43.2512388945
1992,"44.5293451476, 3.48107867578",mende,626,11641.0,3.436130916587922,mende,MACRON,Centre,184771.969,-98.61485158498256,"23,59170117", 3.48107867578,44.5293451476
1993,"43.5186297242, 0.410484094701",mirande,439,3483.0,8.613264427217917,mirande,MACRON,Centre,46153.935,-78.56824992278557,"28,56442831", 0.410484094701,43.5186297242
1994,"46.8153479637, 4.82571783802",champforgeuil,1037,2644.0,3.7821482602118,champforgeuil,MÉLENCHON,Extrême gauche,32566.524,-80.16013007713075,"23,97487002", 4.82571783802,46.8153479637
1995,"43.6528242277, 6.85731564595",speracedes,82,1238.0,8.077544426494345,speracedes,LE PEN,Extrême droite,30701.879,204.6590633752416,"26,72056075", 6.85731564595,43.6528242277
1996,"43.6129113658, 6.75698071027",callian,1216,3402.0,5.878894767783657,callian,MACRON,Centre,69797.562,-93.8758405343728,"27,55", 6.75698071027,43.6129113658
2000,"44.2431897549, 4.72477965005",mondragon,1248,3699.0,5.406866720735335,mondragon,LE PEN,Extrême droite,57442.757,403.56824621074514,"23,60035315", 4.72477965005,44.2431897549
2001,"43.491201999, -1.51566656435",anglet,884,40770.0,4.169732646553839,anglet,MACRON,Centre,854704.377,-96.4733512766368,"27,49248277", -1.51566656435,43.491201999
2002,"46.0891767981, 5.41608456841",poncin,12,1760.0,0.0,poncin,LE PEN,Extrême droite,26423.822,-50.96530698700589,"23,91549296", 5.41608456841,46.0891767981
2003,"42.6966171788, 2.89890986886",perpignan,932,120771.0,15.235445595382998,perpignan,LE PEN,Extrême droite,1439366.084,-99.62352267013678,"24,20576351", 2.89890986886,42.6966171788
2005,"43.9256996046, 2.14745941954",albi,1197,50000.0,5.6,albi,MACRON,Centre,734603.12,-98.015704997278,"25,34034806", 2.14745941954,43.9256996046
2006,"46.1066999192, -1.10578115792",angoulins,202,4151.0,2.409058058299205,angoulins,MACRON,Centre,79900.136,-98.149715289596,"27,29864017", -1.10578115792,46.1066999192
2007,"48.4150150431, 7.39793320327",barr,943,7411.0,5.397382269599245,barr,MACRON,Centre,122806.715,-97.2613761389188,"23,91052319", 7.39793320327,48.4150150431
2008,"42.5751396581, 2.89482400906",brouilla,919,1564.0,6.3938618925831205,brouilla,LE PEN,Extrême droite,22704.154,-96.44034303149988,"23,77691218", 2.89482400906,42.5751396581
2009,"45.8907138711, 4.61733776673",chessy,1114,6020.0,13.2890365448505,chessy,MACRON,Centre,141773.434,-91.14327018417286,"20,41821946", 4.61733776673,45.8907138711
2013,"45.6936762616, -1.05534014603",breuillet,203,3050.0,6.557377049180328,breuillet,MACRON,Centre,60477.863,-97.091449808668,"29,44941776", -1.05534014603,45.6936762616
2021,"49.7254079306, 4.70687986217",la francheville,105,1712.0,5.841121495327102,la francheville,LE PEN,Extrême droite,26260.092,-92.06868353698076,"25,33815789", 4.70687986217,49.7254079306
2022,"43.5951595001, -1.42998787542",labenne,532,6717.0,1.4887598630340926,labenne,MACRON,Centre,113203.185,-98.61061771362706,"23,18672457", -1.42998787542,43.5951595001
2023,"43.7336977051, 1.63683830946",roqueseriere,429,720.0,0.0,roqueseriere,MACRON,Centre,17438.453,-93.32608230787444,"25,27842566", 1.63683830946,43.7336977051
2024,"44.288081784, 2.62166085872",flavin,147,2410.0,0.0,flavin,MACRON,Centre,39308.984,-87.93392370558345,"23,18506185", 2.62166085872,44.288081784
2025,"47.2891271988, 0.73099829143",veigne,501,6400.0,1.5625,veigne,MACRON,Centre,121328.219,-96.46026782936622,"24,54411765", 0.73099829143,47.2891271988
2026,"45.1871968501, 4.78459731194",sarras,93,2263.0,4.418912947414936,sarras,LE PEN,Extrême droite,30126.25,-48.056568607111736,"24,53910068", 4.78459731194,45.1871968501
2027,"43.2090229707, -0.410040801663",gan,892,5565.0,3.593890386343217,gan,MACRON,Centre,94030.059,-14.22004850597828,"25,69333844", -0.410040801663,43.2090229707
2028,"47.943391357, 0.266034340295",ruaudin,1072,3572.0,2.799552071668533,ruaudin,MACRON,Centre,59313.175,-89.49876144718269,"24,71690491", 0.266034340295,47.943391357
2029,"48.0509459342, 0.468471701333",connerre,1065,3011.0,3.3211557622052474,connerre,LE PEN,Extrême droite,37366.274,-94.4670747744343,"24,71627566", 0.468471701333,48.0509459342
2030,"49.2189326354, 2.00111393767",monts,496,8000.0,3.75,monts,MACRON,Centre,4937.669,175.73899749051628,"23,58873626", 2.00111393767,49.2189326354
2034,"47.170656178, -1.61651705517",bouguenais,567,20208.0,1.979414093428345,bouguenais,MÉLENCHON,Extrême gauche,307072.016,-90.62203799124435,"23,07691467", -1.61651705517,47.170656178
2036,"45.2654070953, 5.92594273477",froges,509,3206.0,9.357454772301931,froges,MACRON,Centre,56660.57,-62.73563079227758,"24,47930615", 5.92594273477,45.2654070953
2037,"47.7729221528, -2.15616724622",la gacilly,706,3962.0,2.5239777889954564,la gacilly,MACRON,Centre,57569.195,-89.98225526690098,"25,10462555", -2.15616724622,47.7729221528
2038,"43.6820622826, 4.13604052571",lunel,466,26385.0,14.402122418040552,lunel,LE PEN,Extrême droite,328315.037,-98.60066476333826,"23,81031113", 4.13604052571,43.6820622826
2039,"42.9782617862, 1.96719839981",montbel,117,104.0,0.0,montbel,MÉLENCHON,Extrême gauche,1212.245,37.89465000886786,"28,33333333", 1.96719839981,42.9782617862
2043,"45.5596833813, 5.89174070516",cognin,1073,6500.0,1.5384615384615383,cognin,MÉLENCHON,Extrême gauche,98549.182,-80.32146223192396,"25,22938312", 5.89174070516,45.5596833813
2044,"43.3666995321, -0.586761344865",pardies,901,855.0,11.695906432748538,pardies,MACRON,Centre,13478.587,-37.91459000858175,"27,02941176", -0.586761344865,43.3666995321
2045,"50.6114599415, 3.1178549832",lezennes,765,3200.0,6.25,lezennes,MÉLENCHON,Extrême gauche,51455.168,-88.60838429290524,"23,04172367", 3.1178549832,50.6114599415
2046,"43.2496196657, 0.103125254866",aureilhan,905,8071.0,3.7170115227357208,aureilhan,LE PEN,Extrême droite,17425.694,-52.10402523997036,"26,73904382", 0.103125254866,43.2496196657
2050,"-21.0469616996, 55.507988013",salazie,1357,7209.0,2.7743098904147594,salazie,LE PEN,Extrême droite,51188.02,0.0,"20,66283525", 55.507988013,-21.0469616996
2052,"43.4088261661, 5.92707331668",tourves,1239,5113.0,7.823195775474281,tourves,LE PEN,Extrême droite,81291.011,-45.43905229570832,"23,56257928", 5.92707331668,43.4088261661
2053,"45.5627443549, 4.28935571049",veauche,557,9000.0,3.333333333333333,veauche,MACRON,Centre,148764.316,-79.32533162052114,"24,84474831", 4.28935571049,45.5627443549
2054,"43.6138183671, 6.72356035927",tourrettes,1238,2928.0,10.245901639344265,tourrettes,LE PEN,Extrême droite,51616.469,346.4218174242024,"25,80593607", 6.72356035927,43.6138183671
2055,"46.2438336531, 5.96500474652",thoiry,13,6900.0,5.797101449275362,thoiry,MACRON,Centre,7635.978,811.7151594726963,"20,63626532", 5.96500474652,46.2438336531
2064,"46.7041940424, 4.39284505288",blanzy,1035,6200.0,1.6129032258064515,blanzy,LE PEN,Extrême droite,83604.848,-98.10184811292282,"26,61003584", 4.39284505288,46.7041940424
2065,"49.3460534909, 2.67902431761",chevrieres,804,2100.0,4.761904761904762,chevrieres,MACRON,Centre,32935.943,-72.22614515697941,"22,57589286", 2.67902431761,49.3460534909
2074,"43.7448222826, 0.670436483983",mirepoix,119,3300.0,6.0606060606060606,mirepoix,MÉLENCHON,Extrême gauche,45262.447,-94.45407801306014,"28,51860622", 0.670436483983,43.7448222826
2078,"45.6083483392, 4.78678285072",grigny,1023,9781.0,3.0671710459053267,grigny,LE PEN,Extrême droite,3370.616,9979.449720763208,"24,75572519", 4.78678285072,45.6083483392
2096,"43.3211830233, -0.401824113107",lons,898,13720.0,2.915451895043732,lons,MACRON,Centre,237583.668,-99.2482416762755,"24,58455825", -0.401824113107,43.3211830233
2097,"45.5222025478, 4.22169581452",bonson,549,4100.0,4.878048780487805,bonson,LE PEN,Extrême droite,12061.438,371.6851091884732,"22,18181818", 4.22169581452,45.5222025478
2101,"47.3581163072, 1.48783756185",chemery,543,985.0,10.152284263959393,chemery,LE PEN,Extrême droite,12480.691,13.596202325656485,"26,57845433", 1.48783756185,47.3581163072
2102,"43.4794364602, 3.27356310726",pouzolles,479,1190.0,8.403361344537815,pouzolles,LE PEN,Extrême droite,16051.881,-96.13817221794754,"26,18869732", 3.27356310726,43.4794364602
2103,"44.6838344792, 6.34871056074",orcieres,56,670.0,29.85074626865672,orcieres,LE PEN,Extrême droite,12216.301,5275.448091856938,"22,75641026", 6.34871056074,44.6838344792
2105,"43.587619807, 7.10541287744",antibes,72,74047.0,10.263751401137116,antibes,MACRON,Centre,1581884.367,-99.34272256449955,"26,36827561", 7.10541287744,43.587619807
2109,"43.8610759109, 4.44910418766",marguerittes,373,8741.0,6.86420318041414,marguerittes,LE PEN,Extrême droite,127044.407,-98.5025330552332,"24,98759124", 4.44910418766,43.8610759109
2110,"48.7842066842, -3.23245213241",treguier,267,2416.0,4.13907284768212,treguier,MACRON,Centre,30474.075,-75.46211656957594,"32,24660814", -3.23245213241,48.7842066842
2111,"44.6559197612, 0.738119175644",rives,515,6300.0,4.761904761904762,rives,LE PEN,Extrême droite,96346.257,-68.90092678950673,"23,18509841", 0.738119175644,44.6559197612
2115,"47.9189458699, 0.24383967615",mulsanne,1071,5288.0,1.8910741301059,mulsanne,LE PEN,Extrême droite,75400.077,-98.50500948427413,"23,93013972", 0.24383967615,47.9189458699
2116,"48.3547571057, 0.370943298915",mamers,1070,20892.0,0.9573042312847024,mamers,LE PEN,Extrême droite,58152.126,-76.19090314943946,"27,74895746", 0.370943298915,48.3547571057
2117,"46.8666986649, -1.02208373864",les herbiers,1256,16000.0,4.375,les herbiers,MACRON,Centre,258010.47,-86.67997349099825,"23,56280755", -1.02208373864,46.8666986649
2118,"45.6251855236, 4.74987118966",montagny,1003,3160.0,0.0,montagny,LE PEN,Extrême droite,15206.914,-17.367244925564783,"26,28383838", 4.74987118966,45.6251855236
2142,"45.6717837423, -0.316202181007",chateaubernard,190,3700.0,2.702702702702702,chateaubernard,MACRON,Centre,61579.799,-86.19467400340166,"27,34838895", -0.316202181007,45.6717837423
2143,"43.5421512806, 6.36344682181",flayosc,1225,4351.0,9.193288899103653,flayosc,LE PEN,Extrême droite,80473.623,-99.49933408615144,"27,97681084", 6.36344682181,43.5421512806
2144,"50.5163849016, 2.8930201254",bauvin,760,5600.0,5.357142857142858,bauvin,LE PEN,Extrême droite,69494.705,-95.1956713824456,"23,03953392", 2.8930201254,50.5163849016
2145,"46.3899450379, 6.54131308455",publier,1094,7200.0,9.722222222222223,publier,MACRON,Centre,160219.244,-69.07026037396608,"22,37090103", 6.54131308455,46.3899450379
2147,"46.3390435424, 2.60374091714",montlucon,34,35653.0,0.0,montlucon,MACRON,Centre,441671.152,-99.18799541610088,"26,77840978", 2.60374091714,46.3390435424
2148,"43.5028584411, 1.39432330916",pinsaguel,424,2877.0,3.475842891901286,pinsaguel,MACRON,Centre,51479.377,-58.979278245733234,"25,4770291", 1.39432330916,43.5028584411
2149,"45.4787027055, 4.42386888678",la talaudiere,553,7076.0,4.23968343697004,la talaudiere,MACRON,Centre,108519.11,-73.6744127370746,"27,20157797", 4.42386888678,45.4787027055
2150,"49.39999541, 4.70129529432",vouziers,112,4203.0,4.758505829169641,vouziers,LE PEN,Extrême droite,54353.864,-99.184711136636,"27,7121432", 4.70129529432,49.39999541
2152,"49.78847995, 3.4706268327",ribemont,27,1969.0,5.078720162519044,ribemont,LE PEN,Extrême droite,23944.991,-88.16605527226969,"24,36037528", 3.4706268327,49.78847995
2153,"47.9968866318, -4.09100301844",quimper,342,63000.0,0.9523809523809524,quimper,MACRON,Centre,983993.238,-92.76492446790574,"24,50923818", -4.09100301844,47.9968866318
2154,"43.2992550903, 2.0627029171",lasbordes,138,840.0,0.0,lasbordes,LE PEN,Extrême droite,8662.163,148.11887054076445,"22,60285714", 2.0627029171,43.2992550903
2155,"49.8228537105, 0.919339411845",luneray,1103,2205.0,0.0,luneray,LE PEN,Extrême droite,32546.153,-92.33924513290404,"29,50872939", 0.919339411845,49.8228537105
2156,"48.6779195836, 2.42144950536",draveil,1303,29500.0,1.3559322033898304,draveil,MÉLENCHON,Extrême gauche,530303.906,-98.85505953637085,"23,5108574", 2.42144950536,48.6779195836
2158,"44.3640358773, 6.71078291121",enchastrayes,39,400.0,0.0,enchastrayes,MACRON,Centre,6850.334,107.90752684467648,"27,46216216", 6.71078291121,44.3640358773
2160,"47.2619512895, -2.31411009833",pornichet,585,11440.0,6.993006993006993,pornichet,MACRON,Centre,310273.881,-82.40330999695072,"28,40355522", -2.31411009833,47.2619512895
2161,"44.1257908601, 1.09800782288",moissac,1212,13378.0,8.22245477649873,moissac,LE PEN,Extrême droite,164719.409,-99.26226908694169,"24,93758967", 1.09800782288,44.1257908601
2162,"44.5848771572, 2.06599293149",capdenac,143,4534.0,2.205558006175562,capdenac,MÉLENCHON,Extrême gauche,20050.247,152.18714263220795,"27,21399594", 2.06599293149,44.5848771572
2163,"43.3574033696, 3.41588409918",bessan,445,5238.0,3.818251240931653,bessan,LE PEN,Extrême droite,68410.265,-93.23230512263036,"24,61289641", 3.41588409918,43.3574033696
2164,"45.8105111737, 3.05784935495",nohanent,877,2254.0,0.0,nohanent,MACRON,Centre,44213.815,-76.37175394161304,"24,68308458", 3.05784935495,45.8105111737
2165,"48.2041213664, -1.51423493148",liffre,486,7902.0,3.7965072133637054,liffre,MACRON,Centre,141915.073,-95.67462365326055,"22,65250754", -1.51423493148,48.2041213664
2166,"48.119991111, -1.40377166094",chateaubourg,484,7393.0,1.3526308670363858,chateaubourg,LE PEN,Extrême droite,4146.048,-0.9948751196319868,"23,51351351", -1.40377166094,48.119991111
2174,"46.1619512738, -1.1749922971",la rochelle,211,79333.0,5.672292740725801,la rochelle,MACRON,Centre,1305084.333,-99.37353895121812,"24,88817443", -1.1749922971,46.1619512738
2182,"44.3115993656, 0.0844030891761",casteljaloux,620,4574.0,4.3725404459991255,casteljaloux,LE PEN,Extrême droite,63102.772,-97.17575164526843,"30,05020445", 0.0844030891761,44.3115993656
2183,"43.2908229217, -0.562633644535",monein,899,4428.0,2.2583559168925023,monein,MACRON,Centre,75994.429,-85.25384275207858,"26,37407953", -0.562633644535,43.2908229217
2184,"43.8183036957, -0.783173340208",tartas,541,3242.0,3.084515731030228,tartas,LE PEN,Extrême droite,42394.503,-49.61114652057603,"27,81266667", -0.783173340208,43.8183036957
2185,"43.2821582185, 6.53305254006",grimaud,1229,4622.0,17.308524448290783,grimaud,MACRON,Centre,124004.139,-94.35242641376672,"25,6158507", 6.53305254006,43.2821582185
2187,"43.6335781045, 6.54250403666",bargemon,1214,1355.0,0.0,bargemon,LE PEN,Extrême droite,18454.353,-95.23454981055148,"26,62944984", 6.54250403666,43.6335781045
2188,"43.0969099848, 6.07142899117",carqueiranne,1219,9681.0,12.395413696932136,carqueiranne,MACRON,Centre,248250.402,-95.83165146294506,"29,28500222", 6.07142899117,43.0969099848
2189,"48.6788052079, 2.70783148336",coubert,1117,1898.0,0.0,coubert,LE PEN,Extrême droite,29255.665,-93.35529375250913,"23,25582751", 2.70783148336,48.6788052079
2190,"49.0005604133, 1.84048223251",juziers,1164,3889.0,2.5713551041398817,juziers,MACRON,Centre,69713.574,-90.49171112644432,"23,42930738", 1.84048223251,49.0005604133
2191,"48.3039564834, -0.93621225568",ernee,668,5800.0,3.4482758620689653,ernee,MACRON,Centre,76100.911,-96.45325796428376,"28,13902815", -0.93621225568,48.3039564834
2192,"48.4131864593, 2.73287159417",avon,1109,14000.0,5.714285714285714,avon,MACRON,Centre,251182.739,-97.76368590359228,"24,39342645", 2.73287159417,48.4131864593
2196,"47.9993667448, 2.73746453757",montargis,596,14789.0,10.14267360876327,montargis,MACRON,Centre,181066.509,-92.85149966634634,"24,31640942", 2.73746453757,47.9993667448
2197,"43.6005164989, 6.02124280934",tavernes,1237,1421.0,7.0372976776917655,tavernes,LE PEN,Extrême droite,20287.425,890.0212323643835,"26,38253968", 6.02124280934,43.6005164989
2198,"48.1315061339, 1.606322581",cormainville,325,240.0,0.0,cormainville,MACRON,Centre,3577.796,-20.18359906489917,"23,87142857", 1.606322581,48.1315061339
2199,"48.2142655788, 2.02173828076",outarville,606,1345.0,0.0,outarville,LE PEN,Extrême droite,20496.768,31.88588561864973,"25,94325658", 2.02173828076,48.2142655788
2204,"47.8824665066, 1.91660961834",orleans,600,118000.0,9.067796610169491,orleans,MACRON,Centre,1714293.782,-99.07090043916403,"21,11360837", 1.91660961834,47.8824665066
2207,"48.6899445585, 2.30269723379",longjumeau,1308,21800.0,6.8807339449541285,longjumeau,MÉLENCHON,Extrême gauche,342796.013,-99.32120243183807,"21,64561946", 2.30269723379,48.6899445585
2209,"43.4579965665, 2.38928426807",mazamet,1203,10500.0,6.666666666666667,mazamet,LE PEN,Extrême droite,126112.307,-97.3864905984156,"28,60274403", 2.38928426807,43.4579965665
2210,"45.7345274274, 4.91192378092",bron,1019,43401.0,4.838598188981821,bron,MÉLENCHON,Extrême gauche,607333.976,-97.57642621989584,"21,52742127", 4.91192378092,45.7345274274
2211,"48.7501653239, 1.91379620159",coignieres,1158,4334.0,9.229349330872171,coignieres,MÉLENCHON,Extrême gauche,65645.928,63.596465572091546,"21,47767617", 1.91379620159,48.7501653239
2212,"49.4642270443, 5.9271038995",villerupt,687,9578.0,1.044059302568386,villerupt,MÉLENCHON,Extrême gauche,125286.97,-88.72792517849221,"23,85149893", 5.9271038995,49.4642270443
2214,"43.2395584057, 6.58580011347",gassin,1227,2669.0,18.733608092918697,gassin,LE PEN,Extrême droite,89213.487,-76.9683489672363,"27,2865353", 6.58580011347,43.2395584057
2215,"43.4818385049, 6.35905659491",lorgues,1230,9346.0,8.559811684142948,lorgues,LE PEN,Extrême droite,165061.137,-94.7516652572192,"27,76818713", 6.35905659491,43.4818385049
2216,"49.1907547332, 5.64215784356",warcq,113,1222.0,8.183306055646481,warcq,LE PEN,Extrême droite,21798.659,-94.31498515573824,"25,54462659", 5.64215784356,49.1907547332
2220,"49.0661568455, 6.15306595989",marly,736,10108.0,5.93589236248516,marly,MACRON,Centre,141194.668,-93.45253604052526,"26,85629755", 6.15306595989,49.0661568455
2228,"49.649821671, 1.72798799639",formerie,814,2141.0,4.670714619336758,formerie,LE PEN,Extrême droite,24536.994,834.3686802058965,"26,12128966", 1.72798799639,49.649821671
2229,"46.5989780959, 3.31909477856",avermes,29,4900.0,2.0408163265306123,avermes,MACRON,Centre,65774.043,-88.23858068143994,"25,97822537", 3.31909477856,46.5989780959
2230,"46.1631302569, 1.87113488144",gueret,268,12800.0,0.0,gueret,MACRON,Centre,174042.28,-94.40336681408678,"25,82087054", 1.87113488144,46.1631302569
2231,"48.4590265292, 7.47984148344",obernai,956,11500.0,8.695652173913043,obernai,MACRON,Centre,224766.494,-89.97301350440604,"25,03051431", 7.47984148344,48.4590265292
2232,"47.7985201575, 7.23997699962",wittelsheim,985,10479.0,0.9542895314438402,wittelsheim,LE PEN,Extrême droite,160935.279,-87.2586656403659,"24,2196232", 7.23997699962,47.7985201575
2233,"44.4090858199, -1.17698756245",biscarrosse,529,13946.0,5.73641187437258,biscarrosse,MACRON,Centre,276230.485,-99.55170733599516,"28,07411337", -1.17698756245,44.4090858199
2235,"43.8484017109, 1.71509580695",rabastens,1205,6500.0,1.5384615384615383,rabastens,MÉLENCHON,Extrême gauche,89692.738,-96.48395614815549,"24,85418251", 1.71509580695,43.8484017109
2236,"44.4506478544, 1.44049806604",cahors,611,20000.0,4.5,cahors,MACRON,Centre,297241.031,-88.6163569389584,"26,49752999", 1.44049806604,44.4506478544
2237,"50.7496797016, 3.01656979154",comines,763,12500.0,6.4,comines,LE PEN,Extrême droite,177836.547,-18.208874129792903,"22,51578679", 3.01656979154,50.7496797016
2238,"50.7955140043, 2.49402894414",cassel,786,2278.0,4.389815627743634,cassel,MACRON,Centre,39883.738,-91.4598350836624,"25,32947686", 2.49402894414,50.7955140043
2239,"47.0374226898, 5.40273390068",tavaux,528,4100.0,4.878048780487805,tavaux,LE PEN,Extrême droite,62718.556,-98.52613156463616,"25,88190268", 5.40273390068,47.0374226898
2240,"49.1253234574, 4.52536262666",suippes,645,4000.0,2.5,suippes,LE PEN,Extrême droite,41674.222,-98.12690204510596,"21,27640156", 4.52536262666,49.1253234574
2241,"49.7452254631, 3.76507365114",marle,25,2342.0,4.269854824935952,marle,LE PEN,Extrême droite,25090.79,-91.32834000045436,"25,09560229", 3.76507365114,49.7452254631
2242,"43.5917981661, 1.22925207963",leguevin,417,9359.0,3.20547066994337,leguevin,MACRON,Centre,178604.569,-98.97414494474664,"21,11853894", 1.22925207963,43.5917981661
2243,"45.7572871309, 3.04020051048",royat,880,4651.0,8.600301010535368,royat,MACRON,Centre,112869.576,-97.88523259802092,"26,07029369", 3.04020051048,45.7572871309
2244,"48.6655147733, -4.18000792649",plouescat,338,3497.0,2.8595939376608523,plouescat,MACRON,Centre,53015.029,-87.59164688941318,"29,13929001", -4.18000792649,48.6655147733
2245,"50.2905302414, 4.07691490963",marpent,778,2750.0,0.0,marpent,LE PEN,Extrême droite,30268.311,-40.508087815008906,"23,22780833", 4.07691490963,50.2905302414
2246,"47.5135964975, 4.31773760408",millery,1016,4398.0,2.2737608003638017,millery,LE PEN,Extrême droite,6738.171,-85.91466437999273,"24,85875706", 4.31773760408,47.5135964975
2255,"46.8065560219, 4.4266763353",le creusot,1049,22000.0,2.272727272727273,le creusot,MACRON,Centre,261798.042,-99.1677340352301,"27,5405003", 4.4266763353,46.8065560219
2256,"43.3971186981, 5.62038627683",la bouilladisse,155,6250.0,8.0,la bouilladisse,LE PEN,Extrême droite,111937.318,316.63833503675687,"24,58869595", 5.62038627683,43.3971186981
2260,"48.0801655357, -4.32820258313",douarnenez,333,14365.0,2.78454577097111,douarnenez,MÉLENCHON,Extrême gauche,217376.888,-96.72150748611324,"28,58955224", -4.32820258313,48.0801655357
2262,"43.0960377741, 2.60457295982",lagrasse,137,544.0,0.0,lagrasse,MÉLENCHON,Extrême gauche,6162.686,59.66865746526759,"25,32459677", 2.60457295982,43.0960377741
2263,"43.6605965642, 3.96304340941",vendargues,482,6287.0,6.362334976936536,vendargues,MACRON,Centre,122695.212,-15.743318492330404,"23,39277389", 3.96304340941,43.6605965642
2264,"43.1171501156, 0.393969982148",lannemezan,910,5812.0,6.882312456985547,lannemezan,LE PEN,Extrême droite,72322.756,-98.69413853642412,"28,32889734", 0.393969982148,43.1171501156
