,Geo Point,NOM_COM,Unnamed: 0,Nombre d’habitants de la commune,Policiers pour 100 habs,Libellé de la commune,president_gagnant,partie,Revenu fiscal de référence des foyers fiscaux 2021,Evolution,Age moyen,longitude,latitude
2561,"48.9960601675, 7.01127282369",sarralbe,747,4485.0,4.459308807134894,sarralbe,LE PEN,Extrême droite,60147.365,-63.37597499075813,"24,18053563", 7.01127282369,48.9960601675
2562,"43.5399169016, 3.33316169917",neffies,473,1064.0,0.0,neffies,LE PEN,Extrême droite,14584.31,-91.90098811668156,"26,59188034", 3.33316169917,43.5399169016
2563,"42.7644965159, 2.94464847204",claira,924,4524.0,4.420866489832006,claira,LE PEN,Extrême droite,66241.976,-93.8120928035118,"23,97007126", 2.94464847204,42.7644965159
2564,"47.8079207665, -2.38756787279",malestroit,713,2500.0,4.0,malestroit,MACRON,Centre,39062.614,-96.17511772253644,"32,35818338", -2.38756787279,47.8079207665
2565,"43.8863082454, 5.65892094085",reillanne,42,1717.0,0.0,reillanne,MÉLENCHON,Extrême gauche,25436.653,-98.04754973069768,"25,88938619", 5.65892094085,43.8863082454
2566,"43.1999836396, 2.81643239636",cruscades,135,942.0,0.0,cruscades,LE PEN,Extrême droite,9986.982,-55.6949436776796,"21,00480769", 2.81643239636,43.1999836396
2567,"43.9352959178, 4.84131733764",avignon,1241,93307.0,10.610136431350274,avignon,MÉLENCHON,Extrême gauche,1117856.09,-89.18933947928844,"22,46302262", 4.84131733764,43.9352959178
2569,"43.3965676649, 3.51471941218",pomerols,477,2240.0,4.464285714285714,pomerols,LE PEN,Extrême droite,33165.627,5.9915466093856695,"26,66937023", 3.51471941218,43.3965676649
2570,"47.0037776626, 2.83850517507",nerondes,233,1496.0,0.0,nerondes,LE PEN,Extrême droite,17860.13,-49.00332752337189,"29,00669643", 2.83850517507,47.0037776626
2571,"50.6496129463, 1.63945061749",condette,840,2597.0,7.7011936850211775,condette,MACRON,Centre,62433.968,-96.61831360774634,"26,90165361", 1.63945061749,50.6496129463
2572,"48.8075778201, 6.71720776578",dieuze,726,3137.0,0.0,dieuze,LE PEN,Extrême droite,37349.661,-85.37995833482933,"27,23146067", 6.71720776578,48.8075778201
2573,"43.8491978265, -1.2801785883",leon,534,1927.0,5.189413596263623,leon,MACRON,Centre,39287.884,-75.60632178612622,"28,96223224", -1.2801785883,43.8491978265
2574,"44.723843072, 3.83380989164",langogne,624,2894.0,6.91085003455425,langogne,LE PEN,Extrême droite,36952.606,-59.66304785107713,"27,01943598", 3.83380989164,44.723843072
2575,"49.4821663902, 2.91505372515",montmacq,818,1152.0,8.680555555555555,montmacq,LE PEN,Extrême droite,19948.276,-88.51034044245226,"25,35714286", 2.91505372515,49.4821663902
2576,"48.9566497407, 2.38543561127",stains,1334,38720.0,2.840909090909091,stains,MÉLENCHON,Extrême gauche,336762.135,-87.49503711276805,"18,89127927", 2.38543561127,48.9566497407
2577,"45.7562764303, 0.136121086308",vars,60,525.0,38.095238095238095,vars,MACRON,Centre,7663.945,334.9846456361573,"22,81567797", 0.136121086308,45.7562764303
2595,"46.0144259901, 3.20256566234",aigueperse,859,2801.0,0.0,aigueperse,LE PEN,Extrême droite,3454.437,1076.9865538147026,"27,82191265", 3.20256566234,46.0144259901
2599,"45.7249392176, 3.32381793155",billom,871,4825.0,2.072538860103627,billom,MÉLENCHON,Extrême gauche,69033.664,-99.0426496846524,"25,95466434", 3.32381793155,45.7249392176
2600,"43.2928331192, 2.96997303497",ouveillan,139,2613.0,3.8270187523918873,ouveillan,LE PEN,Extrême droite,33258.066,-94.05004788913462,"25,36965461", 2.96997303497,43.2928331192
2601,"46.2791015596, 2.74936872397",commentry,30,6239.0,3.205641929796442,commentry,LE PEN,Extrême droite,79526.815,-77.54927441769169,"28,3546832", 2.74936872397,46.2791015596
2602,"47.2856858419, 5.05293981105",longvic,250,8981.0,4.453847010355194,longvic,MÉLENCHON,Extrême gauche,123599.663,-99.6677102590482,"23,40486726", 5.05293981105,47.2856858419
2603,"45.5296904254, 0.684387159406",nontron,274,3312.0,0.0,nontron,LE PEN,Extrême droite,43219.712,-64.73188206344363,"30,43754313", 0.684387159406,45.5296904254
2604,"50.2009728645, 2.41948583252",lucheux,1184,532.0,0.0,lucheux,LE PEN,Extrême droite,6962.147,-44.91989324557497,"25,39285714", 2.41948583252,50.2009728645
2605,"50.9973275672, 2.14412752471",gravelines,788,11812.0,6.772773450728073,gravelines,LE PEN,Extrême droite,156957.752,-98.5317826162546,"22,46311556", 2.14412752471,50.9973275672
2606,"42.4655979022, 2.85890548729",le perthus,928,552.0,36.231884057971016,le perthus,LE PEN,Extrême droite,5822.743,-79.13028275505204,"26,39883268", 2.85890548729,42.4655979022
2607,"47.0420759098, 0.817006400615",ligueil,493,2160.0,4.62962962962963,ligueil,MACRON,Centre,26560.288,-87.97439244634697,"29,15376984", 0.817006400615,47.0420759098
2608,"48.4804064637, -2.74454612775",tregueux,266,8459.0,2.364345667336565,tregueux,MACRON,Centre,130052.875,-53.48342895149376,"26,57169859", -2.74454612775,48.4804064637
2610,"43.5752139026, 6.85633169383",tanneron,1236,1704.0,5.868544600938967,tanneron,LE PEN,Extrême droite,32580.163,-91.61151526467194,"24,55183727", 6.85633169383,43.5752139026
2611,"48.7202231352, 2.46254422066",crosne,1302,9342.0,5.352172982230786,crosne,MÉLENCHON,Extrême gauche,167607.228,-99.579876113696,"21,06764575", 2.46254422066,48.7202231352
2612,"48.5903996956, 2.24389236277",arpajon,1295,10482.0,3.8160656363289447,arpajon,MACRON,Centre,190003.492,-98.90155176726962,"22,4676259", 2.24389236277,48.5903996956
2613,"49.3488578442, 4.23788530404",warmeriville,647,2500.0,0.0,warmeriville,LE PEN,Extrême droite,42030.267,-73.81796789442237,"20,26074615", 4.23788530404,49.3488578442
2614,"47.3373165083, -1.36016006999",le cellier,573,4080.0,2.450980392156863,le cellier,MACRON,Centre,71555.345,-95.59764403344012,"23,17955801", -1.36016006999,47.3373165083
2615,"42.6518712894, 2.83438952392",canohes,922,6459.0,4.644681839294009,canohes,LE PEN,Extrême droite,113795.855,-98.05147032815914,"23,60281457", 2.83438952392,42.6518712894
2616,"47.5797579359, 7.51727143012",hesingue,969,2800.0,10.714285714285715,hesingue,MACRON,Centre,88737.647,-89.01378351851046,"22,8354531", 7.51727143012,47.5797579359
2617,"47.4988974456, 0.786834700041",monnaie,495,4800.0,0.0,monnaie,MACRON,Centre,73688.034,-94.32758241317715,"21,45587541", 0.786834700041,47.4988974456
2618,"46.7003418812, 2.55639343579",colombiers,450,2728.0,7.331378299120235,colombiers,MÉLENCHON,Extrême gauche,4807.773,261.3676436054697,"24,37769784", 2.55639343579,46.7003418812
2643,"43.6730459539, 2.27722588011",roquecourbe,1207,2248.0,4.448398576512455,roquecourbe,LE PEN,Extrême droite,29608.763,-40.32757802141211,"26,35964083", 2.27722588011,43.6730459539
2644,"48.7081120718, 2.27819702132",champlan,1301,2887.0,6.927606511950121,champlan,MACRON,Centre,43958.196,-58.01264910871229,"22,0902834", 2.27819702132,48.7081120718
2645,"48.6257444414, 2.25148148985",linas,1307,7000.0,5.714285714285714,linas,LE PEN,Extrême droite,126197.193,-96.21673280799516,"21,01916829", 2.25148148985,48.6257444414
2646,"48.6462245529, 2.20638698084",marcoussis,1309,8270.0,4.836759371221282,marcoussis,MACRON,Centre,181962.392,-96.98475880664397,"23,04412561", 2.20638698084,48.6462245529
2647,"46.1412886472, 0.301418132295",civray,1263,2596.0,3.852080123266565,civray,LE PEN,Extrême droite,14354.637,-79.16312338654053,"23,67344498", 0.301418132295,46.1412886472
2651,"45.3313177753, 5.49314155212",renage,514,3613.0,2.767783005812344,renage,LE PEN,Extrême droite,46957.966,165.52643272496087,"23,54421769", 5.49314155212,45.3313177753
2652,"43.3402528415, 6.04069256787",gareoult,1226,5402.0,7.404664938911515,gareoult,LE PEN,Extrême droite,99675.634,-87.38061701217772,"28,30531697", 6.04069256787,43.3402528415
2653,"43.8090140438, 7.3240342391",contes,83,7626.0,0.0,contes,LE PEN,Extrême droite,4482.012,-55.80899828023664,"25,45064378", 7.3240342391,43.8090140438
2657,"48.4420340058, 2.78851564321",hericy,1128,2700.0,3.7037037037037033,hericy,MACRON,Centre,57814.385,-79.02964115245713,"25,13714992", 2.78851564321,48.4420340058
2658,"47.2865163782, 6.08247964074",thise,289,3100.0,0.0,thise,MACRON,Centre,57236.594,-79.80077221226686,"27,565095", 6.08247964074,47.2865163782
2659,"42.6995897292, 2.68992522124",millas,930,4333.0,4.615739672282484,millas,LE PEN,Extrême droite,54621.549,-97.3321481600604,"24,23735119", 2.68992522124,42.6995897292
2660,"44.8297433518, 4.79789802058",beauchastel,86,1874.0,5.3361792956243335,beauchastel,LE PEN,Extrême droite,23215.335,-91.38456972514074,"23,81355932", 4.79789802058,44.8297433518
2661,"43.5508304882, 6.06261133139",ponteves,1233,755.0,13.245033112582782,ponteves,LE PEN,Extrême droite,11205.296,-84.51580395555817,"26,78633721", 6.06261133139,43.5508304882
2662,"43.9248962754, -0.0290380201781",cazaubon,433,1661.0,6.020469596628537,cazaubon,LE PEN,Extrême droite,21543.062,-90.23144435085412,"29,53800786", -0.0290380201781,43.9248962754
2664,"45.6480439744, 6.83579704663",seez,1084,2398.0,4.170141784820683,seez,LE PEN,Extrême droite,41501.924,-55.16179201716045,"22,99202627", 6.83579704663,45.6480439744
2665,"45.1401024338, 5.27977988349",chatte,504,2700.0,7.4074074074074066,chatte,LE PEN,Extrême droite,39644.366,-84.1422032073864,"26,64755556", 5.27977988349,45.1401024338
2666,"49.5360253127, 5.68346251643",gorcy,675,2660.0,3.759398496240602,gorcy,LE PEN,Extrême droite,46314.359,-92.56974062838698,"22,16628874", 5.68346251643,49.5360253127
2667,"48.8971511325, -1.53067522665",brehal,632,3187.0,3.1377470975839343,brehal,MACRON,Centre,62990.691,-52.20029892988474,"28,61267166", -1.53067522665,48.8971511325
2669,"49.3053487678, 2.73316934361",verberie,831,3900.0,5.128205128205128,verberie,LE PEN,Extrême droite,60413.907,-82.91782552649674,"22,24037404", 2.73316934361,49.3053487678
2670,"49.333814443, 2.43543825178",rantigny,823,2564.0,3.9001560062402496,rantigny,LE PEN,Extrême droite,34343.45,-86.53113766962842,"21,73364094", 2.43543825178,49.333814443
2671,"43.7374704645, 4.23266965334",vergeze,403,5127.0,9.752291788570314,vergeze,LE PEN,Extrême droite,86512.782,-95.4856705451918,"23,6864984", 4.23266965334,43.7374704645
2672,"45.5811970588, 4.75818851566",givors,1022,20121.0,3.478952338352965,givors,MÉLENCHON,Extrême gauche,209456.584,-98.97190770570384,"22,32356674", 4.75818851566,45.5811970588
2674,"44.0418110544, 4.756307756",roquemaure,392,5533.0,9.036688957166096,roquemaure,LE PEN,Extrême droite,7866.246,-21.406297235047063,"23,22628156", 4.756307756,44.0418110544
2678,"47.3391772539, 4.99722409136",talant,256,11439.0,3.4968091616400034,talant,MACRON,Centre,207221.507,-80.22780859324607,"25,20045799", 4.99722409136,47.3391772539
2679,"43.2308824994, 1.67869483591",mazeres,121,3956.0,2.527805864509606,mazeres,LE PEN,Extrême droite,51551.01,-97.64003847839255,"25,12013165", 1.67869483591,43.2308824994
2683,"49.1452620496, 5.36221719528",verdun,688,17161.0,4.07901637433716,verdun,MÉLENCHON,Extrême gauche,3969.772,521.3732677846485,"30,25", 5.36221719528,49.1452620496
2687,"49.5210623098, 5.76700435371",longwy,682,14619.0,2.736165264381969,longwy,MÉLENCHON,Extrême gauche,186779.541,-97.06509772395256,"23,98789001", 5.76700435371,49.5210623098
2688,"48.6390259886, 7.44280633462",wasselonne,960,5652.0,0.0,wasselonne,LE PEN,Extrême droite,85170.177,-81.08465830709733,"24,49428887", 7.44280633462,48.6390259886
2690,"50.1191248613, 3.41834538828",caudry,779,14487.0,3.4513701939670045,caudry,LE PEN,Extrême droite,148841.292,-99.194250477213,"23,72688564", 3.41834538828,50.1191248613
2692,"49.273657753, 6.13438488545",gandrange,731,3028.0,6.605019815059446,gandrange,LE PEN,Extrême droite,44926.174,-96.71306753163536,"24,52053824", 6.13438488545,49.273657753
2693,"45.7936115023, 3.17078600991",aulnat,862,4046.0,4.943153732081068,aulnat,LE PEN,Extrême droite,52915.707,66.12422848285858,"25,681699", 3.17078600991,45.7936115023
2694,"46.1793679836, -1.32114662658",la flotte,210,2825.0,14.15929203539823,la flotte,MACRON,Centre,69474.334,-84.59559324454986,"28,54249617", -1.32114662658,46.1793679836
2695,"43.9291541351, -1.21851308536",linxe,535,1490.0,6.711409395973154,linxe,MACRON,Centre,24749.539,-93.8714979701238,"26,53835022", -1.21851308536,43.9291541351
2696,"50.0068647306, 4.05792954132",fourmies,774,12000.0,0.0,fourmies,LE PEN,Extrême droite,113767.389,-70.40897369983591,"24,38932877", 4.05792954132,50.0068647306
2697,"49.8353439917, 3.92540351988",vervins,28,2683.0,3.727171077152441,vervins,LE PEN,Extrême droite,27928.097,-78.78411837369372,"23,4898374", 3.92540351988,49.8353439917
2698,"49.8955105742, 3.62417246545",guise,22,4991.0,6.010819475055099,guise,LE PEN,Extrême droite,47547.129,-94.4144114358619,"26,11040106", 3.62417246545,49.8955105742
2699,"47.6154518886, -2.90316981406",baden,693,4481.0,2.231644722160232,baden,MACRON,Centre,110928.993,-91.33414922463056,"27,1509434", -2.90316981406,47.6154518886
2700,"43.4691104375, 6.17737244013",carces,1218,3461.0,8.668015024559377,carces,LE PEN,Extrême droite,53355.135,-95.04370853901878,"27,4280303", 6.17737244013,43.4691104375
2701,"44.557254882, 5.82286402063",veynes,66,3199.0,3.125976867771178,veynes,MÉLENCHON,Extrême gauche,41956.608,-87.90833615529644,"28,09120103", 5.82286402063,44.557254882
2702,"43.4269617275, 6.2323460274",cabasse,1215,1987.0,5.032712632108707,cabasse,LE PEN,Extrême droite,28005.243,-95.66377267285272,"24,19727488", 6.2323460274,43.4269617275
2703,"45.855509669, 6.13829241876",sevrier,1097,4321.0,4.628558204119417,sevrier,MACRON,Centre,117794.559,-90.51058122302577,"25,11520127", 6.13829241876,45.855509669
2704,"42.4999108368, 2.98085563226",sorede,940,3393.0,5.894488653109342,sorede,LE PEN,Extrême droite,58008.747,-97.8832226801934,"29,14262923", 2.98085563226,42.4999108368
2705,"45.8636907122, 0.711136196632",chabanais,183,1600.0,0.0,chabanais,MACRON,Centre,22592.376,-45.08049972256127,"30,2655218", 0.711136196632,45.8636907122
2706,"48.6733737328, 5.78105201745",foug,674,2762.0,0.0,foug,LE PEN,Extrême droite,32090.301,-56.06036228828143,"24,87632221", 5.78105201745,48.6733737328
2707,"47.4132906805, 2.04498411553",salbris,546,4953.0,4.037956793862306,salbris,LE PEN,Extrême droite,69301.811,-58.15730125724997,"28,04370402", 2.04498411553,47.4132906805
2708,"49.035918544, -0.308992775314",gouvix,168,850.0,0.0,gouvix,LE PEN,Extrême droite,11076.418,-87.3670170266236,"21,61892583", -0.308992775314,49.035918544
2709,"46.6498683079, 0.241064509887",cisse,1262,2883.0,0.0,cisse,MACRON,Centre,49410.06,-70.14594193975884,"21,82063125", 0.241064509887,46.6498683079
2710,"49.6479353381, 3.33800508415",beautor,19,2749.0,0.0,beautor,LE PEN,Extrême droite,25869.328,-71.50580022797654,"23,45297428", 3.33800508415,49.6479353381
2711,"44.5078616548, 0.980357535501",fumel,621,4606.0,2.1710811984368217,fumel,LE PEN,Extrême droite,52794.984,-95.58642161914472,"29,18744374", 0.980357535501,44.5078616548
2712,"49.0108767149, 1.88708246878",hardricourt,1163,2501.0,0.0,hardricourt,MACRON,Centre,50917.256,-60.23548676700096,"21,83953287", 1.88708246878,49.0108767149
2713,"49.1717630192, 2.24613694522",chambly,803,10173.0,6.880959402339526,chambly,LE PEN,Extrême droite,151591.004,-61.47529110632448,"22,08872305", 2.24613694522,49.1717630192
2714,"43.3404100274, -0.428314501292",lescar,897,9665.0,3.103983445421625,lescar,MACRON,Centre,180185.561,-97.21393769171104,"24,58518351", -0.428314501292,43.3404100274
2715,"45.9276981125, -0.850467601265",cabariot,207,1409.0,0.0,cabariot,LE PEN,Extrême droite,20158.516,-86.21057224648878,"25,03453689", -0.850467601265,45.9276981125
2716,"45.6475513407, 0.144999112457",angouleme,180,42000.0,4.761904761904762,angouleme,MÉLENCHON,Extrême gauche,558707.06,-99.76372018638892,"23,31106025", 0.144999112457,45.6475513407
2717,"49.2957592228, 4.06008433482",betheny,640,7000.0,4.285714285714286,betheny,MACRON,Centre,120325.826,-92.17406161832623,"24,39219274", 4.06008433482,49.2957592228
2718,"47.2701532132, -2.43223642591",le pouliguen,575,4108.0,4.868549172346641,le pouliguen,MACRON,Centre,110909.206,-58.02218438025785,"34,43854749", -2.43223642591,47.2701532132
2719,"48.6962376754, 2.5037010956",brunoy,1299,26448.0,2.268602540834846,brunoy,MACRON,Centre,515878.801,-98.50220672277634,"23,50432974", 2.5037010956,48.6962376754
2720,"43.8568038506, 4.63389285114",vallabregues,402,1398.0,7.153075822603719,vallabregues,LE PEN,Extrême droite,19200.022,-62.9408237136395,"23,23863636", 4.63389285114,43.8568038506
2721,"47.1715226334, -1.2615495481",vallet,589,9639.0,4.149808071376699,vallet,MACRON,Centre,140093.214,-63.14802442893487,"21,92673699", -1.2615495481,47.1715226334
2722,"49.3647719571, 6.04732455192",algrange,720,6173.0,3.239915762190183,algrange,LE PEN,Extrême droite,79073.451,13.188724999494456,"24,29836749", 6.04732455192,49.3647719571
2723,"45.1105519243, 5.7471267663",jarrie,510,3746.0,2.6695141484249865,jarrie,MACRON,Centre,79179.024,-83.60262940346422,"23,6475029", 5.7471267663,45.1105519243
2724,"50.7789927647, 1.61418668348",wimereux,845,6743.0,10.381135992881504,wimereux,MACRON,Centre,130166.736,-89.19802367941377,"25,91189857", 1.61418668348,50.7789927647
2725,"44.4849553211, 6.26724466798",rousset,159,5058.0,15.816528272044286,rousset,LE PEN,Extrême droite,2344.048,237.5862183709549,"26,04375", 6.26724466798,44.4849553211
2729,"47.4810459973, 6.85439665451",audincourt,278,13387.0,4.481960110555016,audincourt,MÉLENCHON,Extrême gauche,158376.869,-98.79867747606502,"23,8321929", 6.85439665451,47.4810459973
2730,"44.0140179657, 4.4162286572",uzes,401,8912.0,10.098743267504489,uzes,MACRON,Centre,139712.7,-94.23822744818472,"29,04449307", 4.4162286572,44.0140179657
2731,"43.8608612474, 0.105528118541",eauze,434,3896.0,5.13347022587269,eauze,MACRON,Centre,55085.135,-96.70716609844015,"28,6962306", 0.105528118541,43.8608612474
2732,"44.8541459592, 0.486424000322",bergerac,269,27165.0,6.6261733848702375,bergerac,MACRON,Centre,389572.611,-98.36890509738632,"27,56230032", 0.486424000322,44.8541459592
2733,"43.3979989186, -1.3262363752",hasparren,894,7173.0,2.788233653980204,hasparren,MACRON,Centre,111438.273,-92.95369643784773,"23,69384794", -1.3262363752,43.3979989186
2734,"46.3658510074, -0.308514275167",la creche,1174,5918.0,1.6897600540723214,la creche,MACRON,Centre,100890.157,-88.8324527039838,"24,24295646", -0.308514275167,46.3658510074
2735,"45.6965325322, -0.335230368086",cognac,191,19000.0,5.789473684210527,cognac,MACRON,Centre,290344.537,-99.32750999203404,"25,32875714", -0.335230368086,45.6965325322
2736,"47.2305431151, -1.7303481837",coueron,568,22584.0,0.8855827134254338,coueron,MACRON,Centre,359093.708,-98.07052091260816,"22,27234596", -1.7303481837,47.2305431151
2738,"50.0362732467, 3.58874014839",ribeauville,974,5000.0,6.0,ribeauville,LE PEN,Extrême droite,1005.945,113.19167548921658,"21,75", 3.58874014839,50.0362732467
2746,"50.5468153947, 3.034449778",seclin,766,12410.0,1.6116035455278004,seclin,LE PEN,Extrême droite,190613.507,-96.6542003762619,"22,75746636", 3.034449778,50.5468153947
2747,"47.319158519, 5.11462472428",quetigny,254,9651.0,5.180810278727593,quetigny,MÉLENCHON,Extrême gauche,125799.965,-87.07589545036836,"24,61959554", 5.11462472428,47.319158519
2748,"43.6836750654, 1.3284733694",aussonne,404,7289.0,2.7438606118809163,aussonne,MACRON,Centre,131870.687,-90.26532257316596,"21,61643625", 1.3284733694,43.6836750654
2749,"42.4437071922, 3.14742192713",cerbere,923,1361.0,14.695077149155033,cerbere,LE PEN,Extrême droite,15429.93,-84.6153547034886,"29,20385233", 3.14742192713,42.4437071922
2750,"48.9685717073, 1.68572129558",magnanville,1167,6300.0,0.0,magnanville,MÉLENCHON,Extrême gauche,93426.7,108.52846991277656,"24,33056027", 1.68572129558,48.9685717073
2751,"48.641515488, 6.32157773301",varangeville,686,3815.0,2.621231979030144,varangeville,LE PEN,Extrême droite,52269.996,-94.3905658611491,"23,98852941", 6.32157773301,48.641515488
2752,"50.2945950113, 4.04733337986",boussois,773,3236.0,3.0902348578491963,boussois,LE PEN,Extrême droite,35648.531,-95.54569022774038,"23,4649898", 4.04733337986,50.2945950113
2753,"45.6733570262, 4.8577653898",feyzin,1015,9879.0,8.097985626075515,feyzin,MÉLENCHON,Extrême gauche,142816.787,-89.54417452340529,"22,89538101", 4.8577653898,45.6733570262
2754,"47.5145892809, 6.82997405718",sochaux,288,4000.0,5.0,sochaux,LE PEN,Extrême droite,37828.593,-33.5593924944552,"23,46686391", 6.82997405718,47.5145892809
2755,"47.5802010517, -2.68881542736",le hezo,710,860.0,0.0,le hezo,MACRON,Centre,16338.138,136.6136765401296,"23,85805627", -2.68881542736,47.5802010517
2756,"48.4064782736, 6.96356213606",senones,1280,2458.0,4.068348250610252,senones,LE PEN,Extrême droite,25290.015,-50.42126704946597,"28,82797567", 6.96356213606,48.4064782736
2757,"47.9686093955, 6.86506084297",cornimont,1275,3182.0,3.142677561282212,cornimont,LE PEN,Extrême droite,38207.931,-6.689870226158005,"28,37544107", 6.86506084297,47.9686093955
2758,"48.8373501644, 1.69689027498",orgerus,1172,2300.0,4.3478260869565215,orgerus,MACRON,Centre,53293.979,-28.12983620532443,"24,9365942", 1.69689027498,48.8373501644
2759,"48.7792135166, 2.99967267588",faremoutiers,1122,2892.0,13.831258644536652,faremoutiers,LE PEN,Extrême droite,46856.483,-28.152678467139765,"20,96941005", 2.99967267588,48.7792135166
2760,"47.6540667797, 0.150217892508",le lude,1068,4197.0,2.382654276864427,le lude,LE PEN,Extrême droite,54144.203,-55.15458413895205,"28,22755741", 0.150217892508,47.6540667797
2761,"43.4693620824, -1.55277418036",biarritz,889,25532.0,11.358295472348424,biarritz,MACRON,Centre,650908.984,-91.07438452562516,"30,39400328", -1.55277418036,43.4693620824
2762,"46.186866944, -1.1526001159",lagord,214,7500.0,2.666666666666667,lagord,MACRON,Centre,154038.377,-76.00426288573529,"28,89341875", -1.1526001159,46.186866944
2763,"48.7384501677, 7.04716136958",sarrebourg,748,11987.0,0.8342370901810294,sarrebourg,MACRON,Centre,166711.401,-93.22568406704232,"24,22681972", 7.04716136958,48.7384501677
2764,"48.4667903548, 1.50927366916",champhol,324,3762.0,2.658160552897395,champhol,MACRON,Centre,65782.029,-41.72158174081252,"22,63765542", 1.50927366916,48.4667903548
2765,"43.4691709346, 0.0446185078503",maubourguet,912,2294.0,4.3591979075850045,maubourguet,MACRON,Centre,28831.407,-88.4881268541629,"28,50545951", 0.0446185078503,43.4691709346
2766,"43.4481344822, 3.74933658978",frontignan,456,23028.0,9.553586937641132,frontignan,LE PEN,Extrême droite,346890.031,52.45307842242372,"25,07041933", 3.74933658978,43.4481344822
2768,"43.5788594284, 3.56276134793",vendemian,483,1149.0,8.703220191470844,vendemian,LE PEN,Extrême droite,15715.136,9.34538523879145,"23,24161736", 3.56276134793,43.5788594284
2769,"43.7613505069, -0.0302223806624",nogaro,440,1980.0,0.0,nogaro,LE PEN,Extrême droite,25007.124,-89.4933259818282,"28,42793241", -0.0302223806624,43.7613505069
2770,"48.6117085666, 7.74585158102",schiltigheim,957,34000.0,2.0588235294117645,schiltigheim,MÉLENCHON,Extrême gauche,447564.718,-86.12467348241691,"21,30793918", 7.74585158102,48.6117085666
2771,"47.7495539899, 7.40712025806",rixheim,979,14400.0,5.555555555555555,rixheim,MACRON,Centre,274096.581,-90.63733487430842,"23,09150133", 7.40712025806,47.7495539899
2772,"44.216475022, 5.0287188971",seguret,1251,854.0,11.7096018735363,seguret,MACRON,Centre,14910.464,-76.10709499047113,"25,38010204", 5.0287188971,44.216475022
2773,"43.8520662902, 5.10953063847",robion,1250,4661.0,4.290924694271616,robion,LE PEN,Extrême droite,84657.12,-2.988410189243388,"24,8603211", 5.10953063847,43.8520662902
2774,"48.2019231982, 3.00776289624",cheroy,1292,1692.0,0.0,cheroy,LE PEN,Extrême droite,23207.818,-97.45745593144515,"25,925", 3.00776289624,48.2019231982
2775,"48.2596346518, -0.689603495889",contest,671,842.0,0.0,contest,MACRON,Centre,12259.249,-96.10380701134302,"22,60916442", -0.689603495889,48.2596346518
2776,"46.2507566393, 5.22316926279",viriat,18,6745.0,1.4825796886582654,viriat,MACRON,Centre,112348.074,-27.097898447284457,"23,24983165", 5.22316926279,46.2507566393
2777,"46.1299186639, 3.42407178016",vichy,38,25184.0,9.132782719186784,vichy,MACRON,Centre,379751.227,-99.73703732101438,"28,91937238", 3.42407178016,46.1299186639
2778,"45.256980681, 4.09353551281",beauzac,562,3067.0,3.2605151613955003,beauzac,LE PEN,Extrême droite,45525.173,-91.75354918475544,"24,26948775", 4.09353551281,45.256980681
2779,"50.0104686152, 2.07986088901",flixecourt,1182,3310.0,0.0,flixecourt,LE PEN,Extrême droite,34539.309,-88.45801171065698,"23,14113712", 2.07986088901,50.0104686152
2780,"48.9415481189, 2.8507232065",villenoy,1150,4903.0,2.039567611666327,villenoy,MÉLENCHON,Extrême gauche,78658.684,-71.08627319521389,"19,77496813", 2.8507232065,48.9415481189
2781,"48.0241902213, -4.54386608003",audierne,328,3780.0,0.0,audierne,MACRON,Centre,59785.503,-68.28671827014652,"31,64277778", -4.54386608003,48.0241902213
2783,"49.3476730731, 1.07413309601",oissel,1107,12299.0,1.6261484673550697,oissel,MÉLENCHON,Extrême gauche,134267.698,-91.17129944389156,"22,22279279", 1.07413309601,49.3476730731
2784,"47.7502629938, -3.37883364048",lorient,712,57149.0,2.974680221876148,lorient,MACRON,Centre,794452.541,-99.8869478095105,"24,80129285", -3.37883364048,47.7502629938
2785,"45.7299437905, 5.01600256178",genas,1013,12991.0,6.158109460395659,genas,MACRON,Centre,312744.255,-91.108444182292,"23,62477396", 5.01600256178,45.7299437905
2786,"50.2725315068, 2.75625152784",achicourt,836,7822.0,1.2784454103809768,achicourt,MACRON,Centre,112750.131,-97.22171497964824,"23,88467512", 2.75625152784,50.2725315068
2787,"49.9750113432, 2.66816426874",meaulte,1185,1281.0,0.0,meaulte,LE PEN,Extrême droite,20428.334,3.4519310287368627,"24,17837838", 2.66816426874,49.9750113432
2788,"47.2551269927, 6.0192810348",besancon,279,116282.0,5.073872138422112,besancon,MÉLENCHON,Extrême gauche,1590992.351,-99.0958128748414,"22,01329663", 6.0192810348,47.2551269927
2789,"48.5645255065, 2.68028856931",rubelles,1146,2854.0,0.0,rubelles,MACRON,Centre,52570.594,-66.18203134626935,"23,43051118", 2.68028856931,48.5645255065
2790,"48.5148662676, 2.34414220133",itteville,1306,6500.0,1.5384615384615383,itteville,LE PEN,Extrême droite,129467.831,-95.0893106411893,"21,71303901", 2.34414220133,48.5148662676
2791,"49.3611002513, 1.79337770386",serifontaine,828,2755.0,3.629764065335753,serifontaine,LE PEN,Extrême droite,35161.289,-70.64468256553394,"23,5495283", 1.79337770386,49.3611002513
2792,"48.9325361418, 2.58245041554",vaujours,1335,7500.0,10.666666666666668,vaujours,MÉLENCHON,Extrême gauche,107615.983,91.44135959804407,"20,01709527", 2.58245041554,48.9325361418
